일시,평균기온(°C),평균 상대습도(%),평균 전운량(1/10),합계 일조 시간(hr),강수 계속시간(hr),구분
2018-05-20,17,32.1,4.6,4.2,,0
2018-05-21,17.8,43.9,3.9,8.8,,0
2018-05-22,18.1,75.5,9,2.7,9.5,1
2018-05-23,17.3,57.1,1.4,12.7,3.5,1
2018-05-24,18.3,47.4,0.5,12.5,,0
2018-05-25,19.7,47.4,3.4,12.1,,0
2018-05-26,21.8,50.1,1,12.6,,0
2018-05-27,20.3,47.4,7.3,4.7,,0
2018-05-28,22.3,49.8,3.8,12.5,,0
2018-05-29,21.4,69.3,9.4,3.4,3,1
2018-05-30,20.2,69.8,4.6,9.8,2.25,1
2018-05-31,20.9,58.9,0.9,12.9,,0
2018-06-01,23.8,50.4,0,12.9,,0
2018-06-02,23.4,44.5,1.4,12.8,,0
2018-06-03,24,39.4,4,12.9,,0
2018-06-04,22.6,50.1,7.9,9.2,,0
2018-06-05,23.7,52.5,1.4,11.4,,0
2018-06-06,23,62.9,1,12.7,,0
2018-06-07,22.2,69.3,4.5,9.4,,0
2018-06-08,21.9,68,5.5,7.1,,0
2018-06-09,23.7,60.6,6.6,7.9,5,1
2018-06-10,21.3,59.9,9.5,1.4,4.67,1
2018-06-11,20.2,67.3,8.5,3.3,5.42,1
2018-06-12,21.3,65.5,4.5,12.1,1.08,1
2018-06-13,22,64,7.4,4.9,0.33,1
2018-06-14,21.6,74.9,9.5,1.4,7.08,1
2018-06-15,21.7,60.8,6.1,9.8,4.17,1
2018-06-16,22.5,56.4,0.8,13,,0
2018-06-17,22.8,66.9,7.8,2.4,,0
2018-06-18,24.8,54.9,3.6,12.6,,0
2018-06-19,22.4,61.3,8.1,3.1,,0
2018-06-20,22.7,68.1,5.4,10.2,,0
2018-06-21,23.7,60.1,3,12.6,,0
2018-06-22,25,45.1,5.1,12.4,,0
2018-06-23,24.5,50.6,8,8.5,,0
2018-06-24,25.2,62.8,4,11.1,,0
2018-06-25,27.1,57.1,7.9,7.8,,0
2018-06-26,22.3,88.3,10,0,20.17,1
2018-06-27,22.3,81.9,8.8,2.9,8.83,1
2018-06-28,23.3,85.1,9.5,1.9,7.5,1
2018-06-29,24.7,78.5,7.3,8.4,7.67,1
2018-06-30,24.4,83.8,9.1,0.5,4.33,1
2018-07-01,21.9,94.6,9.9,0,19.25,1
2018-07-02,22.6,95.4,9.6,0.1,21.58,1
2018-07-03,27.4,74.4,6,10.1,1.58,1
2018-07-04,27.3,69.6,7.1,8.4,,0
2018-07-05,25.3,72.8,8.6,1.7,2.67,1
2018-07-06,23.9,57.8,8.5,2.6,,0
2018-07-07,23.7,51.4,3.6,,,0
2018-07-08,23.3,51.5,7,9.5,,0
2018-07-09,20.8,82.3,9.9,0,17.58,1
2018-07-10,23.7,87.8,9.8,0,8.67,1
2018-07-11,26.8,82.9,9.6,0.1,10.58,1
2018-07-12,26.6,82.4,7.5,1.1,6.08,1
2018-07-13,27.3,74.8,6.4,7,,0
2018-07-14,27.9,69.6,5,11.3,0.33,1
2018-07-15,28.3,69.6,2.6,11,,0
2018-07-16,28.7,64.3,0.4,12.9,,0
2018-07-17,28.1,66.5,1.3,13,,0
2018-07-18,28.2,64.8,0.8,13,,0
2018-07-19,28.7,64.1,0.1,12.9,,0
2018-07-20,29.5,62.6,0.4,12.9,,0
2018-07-21,30.6,53.6,0.3,12.9,,0
2018-07-22,31.8,49.6,3.5,12.2,,0
2018-07-23,31.7,53.8,7.9,8,,0
2018-07-24,31.4,59.5,4.4,10.2,,0
2018-07-25,30.1,66.3,6.3,5.2,,0
2018-07-26,30.1,68.8,5.8,4.4,,0
2018-07-27,30.9,69.3,2.3,9.3,,0
2018-07-28,29.5,77.1,5.5,3.4,1.83,1
2018-07-29,31.3,52.4,2.4,12.3,,0
2018-07-30,31.7,50.9,3.1,11,,0
2018-07-31,32.6,50.5,2.8,12,,0
2018-08-01,33.6,55.5,0.8,12.6,,0
2018-08-02,33.7,54.4,4,9.8,,0
2018-08-03,33.1,55.3,1,10.5,,0
2018-08-04,31.1,60.6,3.4,12.1,,0
2018-08-05,30,71.8,6.5,10.1,2.5,1
2018-08-06,30.5,71.6,7.6,7.3,3.83,1
2018-08-07,30.5,63.4,3.6,8.5,,0
2018-08-08,31,64.8,3,10.8,,0
2018-08-09,28.8,76.3,7.3,2.6,3.5,1
2018-08-10,30.7,60.9,3.5,11.4,,0
2018-08-11,31,55.8,2.9,11.5,,0
2018-08-12,30.6,61.3,6.5,8.4,2,1
2018-08-13,30.5,68.6,7.3,6.3,1.58,1
2018-08-14,31.7,58.3,6.9,9.5,,0
2018-08-15,31.7,59.5,6.4,9.5,0.92,1
2018-08-16,29.9,51,3.3,11,,0
2018-08-17,27.2,39.8,0,12.4,,0
2018-08-18,26.7,44.6,5,10.9,,0
2018-08-19,28.2,50.6,7.9,7.9,,0
2018-08-20,29.1,55.6,8.4,6,0.33,1
2018-08-21,26.6,71.4,6.3,6.8,6.5,1
2018-08-22,30.7,54.1,4.5,10.5,,0
2018-08-23,29.4,59.1,9.5,1.7,9.42,1
2018-08-24,24.4,86.3,9.6,0,16.25,1
2018-08-25,25.2,68,7,7.2,,0
2018-08-26,23.2,70,6.4,5.1,4.67,1
2018-08-27,22.7,91,8.9,0,15.17,1
2018-08-28,23.7,92.4,9,0,12.92,1
2018-08-29,25.2,86,10,0.1,10.92,1
2018-08-30,25.3,80.9,9.4,1.9,6.25,1
2018-08-31,25.6,67.4,4.5,10.1,5.08,1
2018-09-01,25.5,59.4,1.5,10.6,,0
2018-09-02,25.1,55.8,5.5,9.2,,0
2018-09-03,23.3,85.3,9.8,0,10.83,1
2018-09-04,23.2,69.4,5.1,11,,0
2018-09-05,24,63.5,1.9,11.8,,0
2018-09-06,24.1,69.9,7.9,2.2,0.75,1
2018-09-07,22,54.6,4.9,10.9,1.58,1
2018-09-08,21.7,48.8,0.3,11.7,,0
2018-09-09,22.2,49,1.4,9.9,,0
2018-09-10,22.9,49.5,2.4,10.3,,0
2018-09-11,21.6,48.1,7.5,8.4,,0
2018-09-12,22.8,52,4.1,11.3,,0
2018-09-13,23.5,63.5,7.9,5,,0
2018-09-14,23.5,66.9,8.3,1.6,1.75,1
2018-09-15,23.3,76,9.8,0.8,4.75,1
2018-09-16,22.2,83.6,10,0,14.33,1
2018-09-17,22.3,64.3,5.3,10.8,1.83,1
2018-09-18,22,59.8,8.3,7.9,,0
2018-09-19,22.1,59.1,9.5,2.1,6.83,1
2018-09-20,19,82.4,10,0,10.92,1
2018-09-21,19.4,85.8,9.3,0.6,11.83,1
2018-09-22,20.8,62.3,2.1,10.8,1,1
2018-09-23,19.4,52.9,4.4,7.4,1.5,1
2018-09-24,17.6,48.3,1.1,11,,0
2018-09-25,17.8,48,2.1,10,,0
2018-09-26,19.4,47.9,5,8.4,,0
2018-09-27,18.9,47.6,0.9,10.3,,0
2018-09-28,17.5,58.1,6.1,3.5,,0
2018-09-29,20.2,55.5,0.4,10.8,,0
2018-09-30,17.6,52.5,0.6,10.4,,0
2018-10-01,15.4,55.1,4.5,7.9,0.58,1
2018-10-02,15.9,61.4,0.5,10.8,,0
2018-10-03,17.3,58,0,10.6,,0
2018-10-04,19.3,56.5,6.5,8.9,,0
2018-10-05,16.9,84.1,9.8,0,17.17,1
2018-10-06,18,84,7.5,3,12.67,1
2018-10-07,16.4,53.5,2.9,10.5,,0
2018-10-08,14.8,47,4.4,10.5,,0
2018-10-09,15.3,52.5,9,2.3,0.42,1
2018-10-10,12,61,6.8,6.5,2.67,1
2018-10-11,9.7,51,1.4,9.3,,0
2018-10-12,10.9,54,0,10.1,,0
2018-10-13,12.5,54,0,10,,0
2018-10-14,13.2,60,3.4,9.9,,0
2018-10-15,15.2,69.9,4,6.8,,0
2018-10-16,14.5,55.9,5.6,8.2,,0
2018-10-17,12.4,53.3,0,10,,0
2018-10-18,12.7,59.5,3.1,8.1,,0
2018-10-19,13.1,54.3,0,9.9,,0
2018-10-20,13.4,53.9,1.1,9.7,,0
2018-10-21,13.4,49.5,2.4,9.6,,0
2018-10-22,14,50,5.3,7.6,,0
2018-10-23,12.2,75.1,5.4,5.3,3,1
2018-10-24,12.5,66,0.5,9.6,,0
2018-10-25,13.8,55.5,4,8.7,,0
2018-10-26,12.2,74.1,7.5,2.4,8.58,1
2018-10-27,8.7,49.6,1.6,8,,0
2018-10-28,8.3,77.1,7.3,2.8,4.67,1
2018-10-29,7.2,57.3,5.9,6.5,0.83,1
2018-10-30,6.1,51.3,3.3,9.1,1.58,1
2018-10-31,7.4,55.4,0.8,9.3,1.58,1
2018-11-01,8.4,53.4,0,9.2,,0
2018-11-02,10.6,54.9,0,9.2,,0
2018-11-03,11.2,56,0,9.1,,0
2018-11-04,11.6,55,2.1,9,,0
2018-11-05,11.9,65.5,5.3,7.9,,0
2018-11-06,12.2,70.5,6.9,4.1,,0
2018-11-07,12.8,79.5,9.9,0.5,11,1
2018-11-08,11.8,93.8,10,0,24,1
2018-11-09,12.1,69,7.9,6.5,3.5,1
2018-11-10,11.9,69.1,3.1,8.1,1.08,1
2018-11-11,8.1,67.6,6.4,1.4,2.33,1
2018-11-12,8.1,52.3,0,8.9,,0
2018-11-13,8.8,51.6,0.4,8.8,,0
2018-11-14,9.8,55.5,0.1,8.7,,0
2018-11-15,9.7,55.4,4.8,7.8,,0
2018-11-16,8.8,65.1,6.5,5.2,,0
2018-11-17,4.9,50.8,4.6,5.2,,0
2018-11-18,6.1,48.8,6.9,2.4,,0
2018-11-19,6.5,50.4,1.9,5.8,,0
2018-11-20,6.5,39.9,2,8.8,0.83,1
2018-11-21,5.8,57.1,8.4,0,3.83,1
2018-11-22,2.3,35,0.8,8.6,,0
2018-11-23,1.9,29.6,3.1,8.6,,0
2018-11-24,2.6,71.1,9,1.6,4.33,1
2018-11-25,4.8,77.8,3.8,6.9,,0
2018-11-26,6.3,70.1,0.6,8.6,,0
2018-11-27,7.1,65,6.1,1.1,,0
2018-11-28,5,27.1,3.8,6.8,,0
2018-11-29,3.5,41.4,5.8,0.2,0.67,1
2018-11-30,2.7,46.1,1,8.6,,0
2018-12-01,5.5,42.3,3.6,7.8,,0
2018-12-02,8.2,50.1,6.5,2.7,,0
2018-12-03,11.5,87.4,9.9,0,13.25,1
2018-12-04,6.7,74.9,7.8,2.1,6.75,1
2018-12-05,0,39.5,6.4,3.1,,0
2018-12-06,2.4,50.5,8.1,6.2,1.25,1
2018-12-07,-7.3,37.1,1.1,8.7,,0
2018-12-08,-8.3,37.1,1.4,8.7,,0
2018-12-09,-7.2,27,2,7.8,,0
2018-12-10,-2.5,33.3,3,8,,0
2018-12-11,0.2,44.8,7.9,0.1,,0
2018-12-12,-1.9,39,0,8.7,,0
2018-12-13,-2.2,57.4,5,4.8,9,1
2018-12-14,-4.4,44.3,0,8.7,,0
2018-12-15,-2.4,46.8,3.6,8,,0
2018-12-16,0,63.8,9.3,1.1,6.25,1
2018-12-17,1.6,60.1,1.3,8.3,0.67,1
2018-12-18,2.6,56.3,3,7.2,,0
2018-12-19,4,53.4,2.9,7.8,,0
2018-12-20,3.4,45.5,3.1,7.5,,0
2018-12-21,5.6,40.1,8.5,3.2,,0
2018-12-22,6.9,48.9,4.3,7.8,,0
2018-12-23,2.4,43,2.6,8.3,,0
2018-12-24,-2.3,35.9,0.3,8.8,,0
2018-12-25,0.6,53.4,7.4,3.1,,0
2018-12-26,-1.5,40.8,4.4,8.3,,0
2018-12-27,-10.1,28.3,0.5,8.7,,0
2018-12-28,-10.5,33,0.6,8.7,,0
2018-12-29,-7.6,29,0,8.7,,0
2018-12-30,-6.8,35.9,0.8,8.7,,0
2018-12-31,-5.4,39.6,1.6,8.3,,0
2019-01-01,-5,49.5,3.4,,,0
2019-01-02,-4.9,42.8,0,,,0
2019-01-03,-3.5,38.8,0.1,,,0
2019-01-04,-1.1,55.5,5.5,,,0
2019-01-05,-2.8,40.3,0.5,,,0
2019-01-06,-2.8,35,3.1,,,0
2019-01-07,-1.9,46.4,4,,,0
2019-01-08,-3.5,31,0,,,0
2019-01-09,-4.7,28.8,4.9,,,0
2019-01-10,-0.6,48.8,8.1,,,0
2019-01-11,2.4,58.8,6.1,,,0
2019-01-12,2.8,47.6,3.9,,,0
2019-01-13,1.2,54.3,0,,,0
2019-01-14,1.4,68.6,4.5,,,0
2019-01-15,-1.7,58.8,3.8,,1,1
2019-01-16,-5.2,45.9,4.1,,3.75,1
2019-01-17,-0.3,45.8,1.8,,2.83,1
2019-01-18,0.6,44,3,,,0
2019-01-19,3.6,59.8,7.8,,,0
2019-01-20,-1.4,38.5,1.1,,,0
2019-01-21,-1.2,57.8,4.1,,2.75,1
2019-01-22,1.7,62,1.1,,,0
2019-01-23,2,48.9,0.9,,,0
2019-01-24,0.1,34.9,2.1,,,0
2019-01-25,-1.2,27.6,1.3,,,0
2019-01-26,-2.5,30.9,0,,,0
2019-01-27,-0.1,52.5,4.3,,,0
2019-01-28,1.2,40.4,1.3,,1.5,1
2019-01-29,-0.2,35.5,2.1,,,0
2019-01-30,1.8,54.6,6.9,,,0
2019-01-31,-2,29,7,,,0
2019-02-01,-2.1,47.6,3,,2.25,1
2019-02-02,1.4,60,7.5,,0.42,1
2019-02-03,3.3,92.9,9.3,,19.67,1
2019-02-04,-0.6,40.4,2.4,,,0
2019-02-05,2.8,37.1,3.9,,,0
2019-02-06,5.1,54.9,8.1,,,0
2019-02-07,-2.1,45.5,4.3,,4.17,1
2019-02-08,-6.1,31.5,6.1,,,0
2019-02-09,-5.4,30,4.4,,,0
2019-02-10,-5,31.3,7.5,,,0
2019-02-11,-3,34.9,0.4,,,0
2019-02-12,-0.6,35.5,5.6,,2.25,1
2019-02-13,-2.1,26.6,1.8,,,0
2019-02-14,-0.5,24.3,5.3,,,0
2019-02-15,-0.8,72.8,9.1,,14.83,1
2019-02-16,-2.7,59,2.4,,3.42,1
2019-02-17,-1.8,47.4,0.1,,,0
2019-02-18,0.9,43.5,7.4,,,0
2019-02-19,1.4,80.8,9.4,,11.58,1
2019-02-20,1.7,67.8,6.5,,2.33,1
2019-02-21,2.4,59.4,0,,,0
2019-02-22,4,56.1,5.4,,,0
2019-02-23,6.8,41,2.9,,,0
2019-02-24,6.3,45,1.6,,,0
2019-02-25,4.7,55.8,4.8,,,0
2019-02-26,5.2,32.8,3.6,,,0
2019-02-27,7.8,31.3,7.5,,,0
2019-02-28,6.6,39.5,3.3,,,0
2019-03-01,6.6,42.3,0.3,,,0
2019-03-02,7.8,37.6,5.8,,,0
2019-03-03,9.4,36.4,4.8,,,0
2019-03-04,9.9,46.1,2.3,,,0
2019-03-05,8.4,66.3,8.6,,,0
2019-03-06,8.4,55,6.3,,,0
2019-03-07,7,51.1,1.5,,,0
2019-03-08,6.1,39.4,0.1,,,0
2019-03-09,7.2,31.8,5.4,,,0
2019-03-10,10.1,26.4,7.1,,,0
2019-03-11,6.6,61,4.9,,1.5,1
2019-03-12,3.9,55.1,4.9,,0.92,1
2019-03-13,3.5,38.5,1.8,,0.58,1
2019-03-14,5,45.3,5.5,,0.5,1
2019-03-15,5.5,72.8,7.4,,4.58,1
2019-03-16,4.3,69.9,5.5,,,0
2019-03-17,6.3,55.4,2,,,0
2019-03-18,7.1,43.8,6.3,,,0
2019-03-19,10,52,1.4,,,0
2019-03-20,10.3,79,8.8,,9.92,1
2019-03-21,7.1,77.4,7.9,,6.5,1
2019-03-22,3.3,40.9,0.8,,,0
2019-03-23,3.3,46.9,3,,1.75,1
2019-03-24,4.3,45.4,0.1,,,0
2019-03-25,7.3,56.1,6.6,,,0
2019-03-26,11.4,51.1,2.6,,,0
2019-03-27,11.6,66.4,8.5,,,0
2019-03-28,9.4,49.9,6.1,,,0
2019-03-29,9.2,33.1,4.6,,,0
2019-03-30,5.2,72,9.4,,14.67,1
2019-03-31,4.4,46,5.1,,3.67,1
2019-04-01,5.5,39.8,1.3,,,0
2019-04-02,6.7,36.9,0.3,,,0
2019-04-03,7.6,36.1,0.3,,,0
2019-04-04,9.2,43,0,,,0
2019-04-05,11.4,41,3,,2.83,1
2019-04-06,9.3,39.9,8.5,,4,1
2019-04-07,12.6,43.1,4.4,,,0
2019-04-08,11.6,25.6,3.3,,,0
2019-04-09,9.2,49.1,9.4,,8.42,1
2019-04-10,7.1,78.4,8.3,,15.5,1
2019-04-11,9.5,58,4.6,,,0
2019-04-12,11.4,48.5,1.8,,,0
2019-04-13,11.8,34,5.6,,,0
2019-04-14,9.6,45.5,6,,6.25,1
2019-04-15,11.6,30.9,0,,,0
2019-04-16,14.9,26.3,4.8,,,0
2019-04-17,15.3,37.5,3.9,,,0
2019-04-18,12.6,74.4,6.3,,0.92,1
2019-04-19,13.8,57.5,4.8,,,0
2019-04-20,14.3,66.9,7.1,,4.25,1
2019-04-21,14.8,77.8,7.9,,3.33,1
2019-04-22,19.3,50.6,2.3,,,0
2019-04-23,20.4,52,8.4,,0.75,1
2019-04-24,19.5,70.4,5,,7.67,1
2019-04-25,13.2,75.9,9.4,,12.5,1
2019-04-26,8.4,82.1,8,,14.17,1
2019-04-27,11.6,52.6,4.8,,,0
2019-04-28,12.9,48.8,8.1,,1.75,1
2019-04-29,13,52.9,5.8,,,0
2019-04-30,15.5,52.8,4.4,,,0
2019-05-01,16.4,48.9,1.9,,,0
2019-05-02,17.1,28.5,0,,,0
2019-05-03,17.9,37.5,0,,,0
2019-05-04,19.5,40.4,4.9,,,0
2019-05-05,19.2,35.8,5.1,,,0
2019-05-06,14.5,27.1,0.3,,0.17,1
2019-05-07,15,33.4,0,,,0
2019-05-08,15.6,48.3,6.1,,,0
2019-05-09,16.6,43.3,3.1,,,0
2019-05-10,17.8,48,3.5,,,0
2019-05-11,20.3,39,2,,,0
2019-05-12,21.6,36,4.3,,,0
2019-05-13,18.7,43.4,8.3,,0.17,1
2019-05-14,19.6,44.5,1.6,,,0
2019-05-15,20.7,48.1,4.5,,,0
2019-05-16,23.5,43.8,2.5,,,0
2019-05-17,23.6,44.9,7.5,,,0
2019-05-18,22.8,46.8,8.5,,0.25,1
2019-05-19,19.4,93,10,,18.08,1
2019-05-20,16.4,63.6,4.5,,3.67,1
2019-05-21,17.2,52,0,,,0
2019-05-22,19.5,46,1.4,,,0
2019-05-23,22.1,45,0,,,0
2019-05-24,24.2,46.4,1.4,,,0
2019-05-25,23.4,45.6,7.9,,,0
2019-05-26,24.5,39,6,,,0
2019-05-27,17.8,80.9,8.6,,13.83,1
2019-05-28,18.1,45.9,2.1,,,0
2019-05-29,20.3,48.4,0.4,,,0
2019-05-30,19.6,48,7.9,,3.33,1
2019-05-31,19.1,49.6,2.3,,,0
2019-06-01,18.9,60.5,5.5,,,0
2019-06-02,21.1,42.1,0.6,,,0
2019-06-03,23.1,42.9,0.6,,,0
2019-06-04,22.6,56.4,3,,,0
2019-06-05,23,63.8,5.4,,,0
2019-06-06,21.2,75.9,9.1,,9.58,1
2019-06-07,20,77.3,7.4,,12.75,1
2019-06-08,21.9,57.5,5.9,,,0
2019-06-09,21.6,66.1,8.9,,3.5,1
2019-06-10,18.4,70.3,8,,8.92,1
2019-06-11,20.5,51.1,3.5,,,0
2019-06-12,21.5,57.1,1.1,,,0
2019-06-13,23,51.9,3.1,,,0
2019-06-14,23,54.8,6.1,,,0
2019-06-15,21.9,61.5,3.1,,0.58,1
2019-06-16,22,55.4,3.9,,,0
2019-06-17,21.7,59.1,4.5,,0.33,1
2019-06-18,20.8,78.6,9.5,,11.33,1
2019-06-19,21.4,77.8,9.4,,2.08,1
2019-06-20,22.7,70.6,8,,,0
2019-06-21,22.1,72.9,7.3,,0.92,1
2019-06-22,24.2,42.3,2.1,,,0
2019-06-23,25,40.4,3,,,0
2019-06-24,25.2,46.9,1.6,,,0
2019-06-25,25.6,49.1,1.3,,,0
2019-06-26,25.5,52.6,9.5,,1.67,1
2019-06-27,25.5,70.5,8.3,,3.33,1
2019-06-28,24.7,67.3,8.5,,2.75,1
2019-06-29,23.1,72,8.1,,8.75,1
2019-06-30,23.9,73.5,6.9,,0.17,1
2019-07-01,23.9,64.4,4.9,,,0
2019-07-02,24.4,63.5,4,,,0
2019-07-03,24.1,64.6,6.4,,,0
2019-07-04,25.4,59.6,2.4,,,0
2019-07-05,27.6,42.1,3.8,,0.83,1
2019-07-06,29.7,40.9,3.4,,,0
2019-07-07,26.7,43.3,7.5,,,0
2019-07-08,25.1,46.6,6,,,0
2019-07-09,25,46.4,4.9,,,0
2019-07-10,22.7,64.1,8.4,,10.83,1
2019-07-11,21.9,76.9,9.9,,10.92,1
2019-07-12,23.6,65.5,6.8,,,0
2019-07-13,24.9,67.3,6.4,,0.33,1
2019-07-14,25.9,64.6,4.5,,,0
2019-07-15,23.8,80,7.5,,6.83,1
2019-07-16,24.7,79,7.3,,2,1
2019-07-17,25.6,73.9,9,,0.42,1
2019-07-18,26.9,65,6.4,,,0
2019-07-19,28.6,61.3,4.6,,0.25,1
2019-07-20,28,66.9,9.5,,7.33,1
2019-07-21,25.1,87.1,9.4,,12.33,1
2019-07-22,26.7,74.6,7.5,,1.25,1
2019-07-23,28.1,70.8,8.6,,,0
2019-07-24,26.5,82.3,9.6,,11.75,1
2019-07-25,26.3,90.1,9.9,,12.38,1
2019-07-26,25.1,95.3,9.9,,19,1
2019-07-27,28.4,76.6,7.6,,3.5,1
2019-07-28,26.1,88.3,9.8,,15.42,1
2019-07-29,27.5,74.5,8,,0.75,1
2019-07-30,28.1,75.3,8.8,,3.08,1
2019-07-31,25.8,91.1,9.8,,14.92,1
2019-08-01,26.3,86.4,7.8,,8.75,1
2019-08-02,28.4,74.6,3.5,,,0
2019-08-03,29.4,69,3.6,,1.08,1
2019-08-04,28.3,75.9,5.8,,1.67,1
2019-08-05,30.5,65.5,2.5,,,0
2019-08-06,31.6,51.4,6.8,,,0
2019-08-07,26.9,78.1,8,,10.42,1
2019-08-08,28.9,71.4,6.6,,0.25,1
2019-08-09,29.8,69,4.9,,,0
2019-08-10,31.5,57.9,5.1,,,0
2019-08-11,30.4,53.6,6.8,,4.08,1
2019-08-12,26.6,91.8,8.9,,17.92,1
2019-08-13,29.2,76.9,7.4,,0.25,1
2019-08-14,30.4,63.9,4,,,0
2019-08-15,25.9,82,9.1,,9.75,1
2019-08-16,25.9,74.5,6.3,,1.5,1
2019-08-17,25.9,69.5,5,,0.25,1
2019-08-18,25.6,66.5,4.5,,,0
2019-08-19,26.3,60.6,4.6,,,0
2019-08-20,28.2,56.3,2.6,,,0
2019-08-21,27,67.3,7.6,,4.92,1
2019-08-22,26.9,66.5,6.3,,,0
2019-08-23,26.2,58.4,4.4,,,0
2019-08-24,24.1,60.9,5.5,,,0
2019-08-25,25,66.6,3.4,,,0
2019-08-26,26.4,63.8,6.4,,,0
2019-08-27,25.7,71.1,8.1,,6.17,1
2019-08-28,26.1,66.2,5.9,,,0
2019-08-29,23.4,77.1,5.6,,3.33,1
2019-08-30,22.6,66.3,5.3,,2,1
2019-08-31,23.5,65,2.3,,,0
2019-09-01,23.7,64,6.1,,,0
2019-09-02,24.4,56.6,6.1,,,0
2019-09-03,24.1,67.6,8.5,,2.33,1
2019-09-04,22.8,89,9.3,,11.58,1
2019-09-05,23,91.4,9,,9.17,1
2019-09-06,25.3,79.8,10,,7.08,1
2019-09-07,25.7,72.9,10,,17.92,1
2019-09-08,24.7,76.9,9.3,,0.58,1
2019-09-09,25.1,74.3,9.3,,2.17,1
2019-09-10,23.8,93.4,9.8,,19,1
2019-09-11,24.3,71.4,7.9,,6.67,1
2019-09-12,21,72.3,9.8,,10.5,1
2019-09-13,23.3,60.4,4.3,,0.83,1
2019-09-14,22.4,80,8.8,,3,1
2019-09-15,24.2,70.4,5.5,,,0
2019-09-16,24.5,53,3.6,,,0
2019-09-17,23.5,41.6,6.4,,,0
2019-09-18,21,46,1.1,,,0
2019-09-19,19.5,46.5,3.5,,,0
2019-09-20,19.6,52.8,9.4,,,0
2019-09-21,19.6,60.3,9.6,,,0
2019-09-22,18.6,63.4,9.4,,6.33,1
2019-09-23,20,51.1,3.1,,,0
2019-09-24,19.8,61.3,0,,,0
2019-09-25,20.9,64.4,5.9,,,0
2019-09-26,22.9,59.3,8.4,,,0
2019-09-27,22.9,57.5,8.6,,,0
2019-09-28,23.7,58.9,3.8,,,0
2019-09-29,22.6,60.6,0.3,,,0
2019-09-30,22.4,61,0,,,0
2019-10-01,23.1,67.1,6.8,,,0
2019-10-02,21.6,88,9.9,,14.17,1
2019-10-03,22.4,73.4,6.3,,8.33,1
2019-10-04,22.4,71.5,3.6,,,0
2019-10-05,18.7,72.6,7,,3.13,1
2019-10-06,18.1,53.4,6.1,,,0
2019-10-07,14.8,92,9.5,,17.17,1
2019-10-08,14.7,58.8,2.6,,,0
2019-10-09,13.6,48.3,1.9,,,0
2019-10-10,15.2,60.9,9,,,0
2019-10-11,18.8,60,0.9,,,0
2019-10-12,17.9,49.3,0.6,,,0
2019-10-13,17.2,52.6,2.1,,,0
2019-10-14,14.4,56.9,1.9,,,0
2019-10-15,14.5,55.6,3,,,0
2019-10-16,14.6,58.3,5.3,,,0
2019-10-17,15.4,56,4.8,,,0
2019-10-18,17,58.3,7.1,,,0
2019-10-19,17,63.8,0.8,,,0
2019-10-20,16.5,70.3,0.6,,,0
2019-10-21,17.1,61,2.1,,,0
2019-10-22,18.1,56.1,4.4,,,0
2019-10-23,17,57.3,8,,,0
2019-10-24,18.3,47.6,4.5,,,0
2019-10-25,16.7,58,6.6,,1.08,1
2019-10-26,10,60,2.3,,,0
2019-10-27,11,59,0.9,,,0
2019-10-28,12.9,65.9,5.6,,2.87,1
2019-10-29,12.5,61,1.6,,0.92,1
2019-10-30,11.2,60.3,0.3,,,0
2019-10-31,14.8,73.8,4.6,,,0
2019-11-01,14.9,57.9,1.9,,,0
2019-11-02,13.6,57.3,8.1,,,0
2019-11-03,14.7,57.8,4,,,0
2019-11-04,13.8,57.8,0,,,0
2019-11-05,12.4,65.1,1.4,,,0
2019-11-06,11,63.6,5,,,0
2019-11-07,9.2,42.8,1.6,,,0
2019-11-08,6.8,31.4,0,,,0
2019-11-09,9.5,41.4,0.3,,,0
2019-11-10,10,59.6,8.9,,3.08,1
2019-11-11,11.2,71.6,5.9,,4.08,1
2019-11-12,9.3,63.6,3.6,,,0
2019-11-13,7.2,72.3,8.5,,5.83,1
2019-11-14,1.3,30.6,1,,,0
2019-11-15,5.6,87.4,8.1,,12.33,1
2019-11-16,6.8,81.3,5.5,,,0
2019-11-17,8.3,79.4,9.3,,13.58,1
2019-11-18,4.6,59.8,7.1,,6.25,1
2019-11-19,0.2,48,1.4,,0.5,1
2019-11-20,0.5,35.5,0,,,0
2019-11-21,4.2,37.4,6.1,,,0
2019-11-22,9.7,34.1,1.4,,,0
2019-11-23,12.1,52,6.1,,,0
2019-11-24,9.8,74.6,7.1,,7.58,1
2019-11-25,1.9,62.1,4.4,,,0
2019-11-26,6.6,64,3.9,,,0
2019-11-27,3.1,50.8,4,,,0
2019-11-28,3.5,52.4,1.8,,,0
2019-11-29,1.5,42.8,0.9,,,0
2019-11-30,4.1,42.6,6,,,0
2019-12-01,4.6,79.4,9.3,,22,1
2019-12-02,-0.1,48,2.4,,,0
2019-12-03,0.5,61.3,6.3,,6.42,1
2019-12-04,2,41.6,1,,0.92,1
2019-12-05,-4.4,31.9,0,,,0
2019-12-06,-5.9,34.5,0.6,,,0
2019-12-07,-2.4,65,6.6,,3.75,1
2019-12-08,-0.9,65.1,1.1,,,0
2019-12-09,3.2,56.8,7.9,,0.33,1
2019-12-10,8.1,82.3,8.9,,2.08,1
2019-12-11,6.3,62,5.9,,1.25,1
2019-12-12,-0.7,45.4,0,,,0
2019-12-13,2.1,53.6,6.8,,2.17,1
