일시,평균기온(°C),평균 상대습도(%),평균 전운량(1/10),합계 일조 시간(hr),강수 계속시간(hr),구분
2012-12-06,-6.3,53.4,3.8,6.8,1.67,1
2012-12-07,-4.5,76,8,0,11.33,1
2012-12-08,-8.2,42.4,1.3,8.7,,0
2012-12-09,-10.5,45.5,0,9,,0
2012-12-10,-8.3,51.3,0,9,,0
2012-12-11,-6.5,55.3,1.3,9,,0
2012-12-12,-5,56.8,0,8.8,,0
2012-12-13,-1.5,55.1,2.8,8,,0
2012-12-14,2.7,79.8,9.9,0,17.58,1
2012-12-15,4.6,78.4,5,4.5,2.83,1
2012-12-16,1.6,77,3.5,6.3,,0
2012-12-17,-0.4,65.4,1.6,7.2,,0
2012-12-18,-6.8,49.4,0,9,,0
2012-12-19,-6.9,45,0.9,9,,0
2012-12-20,-3.4,49.1,2.6,7.9,,0
2012-12-21,-0.7,66.1,8.4,0,4.75,1
2012-12-22,-3,67.4,4.1,4.1,,0
2012-12-23,-8.9,53.9,1.8,8.8,0.75,1
2012-12-24,-8.8,52,2.4,9,1.03,1
2012-12-25,-8.9,50.9,1.6,8.6,2.92,1
2012-12-26,-10.8,33.5,1,9,,0
2012-12-27,-5.7,47.1,4.4,7.3,,0
2012-12-28,-0.9,59.5,7.4,0,1.67,1
2012-12-29,-0.3,84.1,8.6,0,12.75,1
2012-12-30,-8.2,54.6,2,8.6,2.83,1
2012-12-31,-8.7,45.9,1.5,9,,0
2013-01-01,-4.7,73.5,8.3,4.6,8.93,1
2013-01-02,-11.7,40.8,0.3,9.1,,0
2013-01-03,-13.2,42.8,0,9.1,,0
2013-01-04,-10.7,44.3,0,9.2,,0
2013-01-05,-7,59.4,2.3,7.5,,0
2013-01-06,-6.3,59.4,1.4,8.2,,0
2013-01-07,-5.1,53.6,6.6,5.8,,0
2013-01-08,-4.6,53.4,2.4,8,,0
2013-01-09,-9,38.5,0,9.3,,0
2013-01-10,-8.3,41.3,0.5,9.1,,0
2013-01-11,-3.2,50.5,6.6,6.1,0.5,1
2013-01-12,0,70,5.8,3.2,3.67,1
2013-01-13,-0.5,65.6,5.9,0.6,,0
2013-01-14,-2.1,61.6,1,4.5,,0
2013-01-15,-2.1,57,4.5,4.1,,0
2013-01-16,-2.6,64.1,6.4,4,6.33,1
2013-01-17,-5.8,62.9,1.3,7.3,,0
2013-01-18,-4.4,51.9,2.1,9.3,,0
2013-01-19,0.5,59.9,4.3,6.5,,0
2013-01-20,1.6,55.8,7.5,0.4,,0
2013-01-21,2.2,83.6,10,0,20.25,1
2013-01-22,3.8,74.3,9.1,0,2.75,1
2013-01-23,1.8,80.4,9.4,0,12.67,1
2013-01-24,-0.9,57.6,5.8,2.4,2.17,1
2013-01-25,-9.1,37.5,0,9.5,,0
2013-01-26,-9.2,37,0,9.6,,0
2013-01-27,-7.3,44.9,0.5,9.5,,0
2013-01-28,-3.5,56,6,3.7,,0
2013-01-29,2.2,63.5,9.6,0,0.33,1
2013-01-30,5.4,68.8,7.9,0.7,,0
2013-01-31,7.4,59.5,6.6,6.4,0.25,1
2013-02-01,7.3,85.8,9.5,0,15.67,1
2013-02-02,-1.1,52.1,2.1,9.4,,0
2013-02-03,-3.2,62.3,7.9,0.2,9.03,1
2013-02-04,-0.8,77.1,5.4,6.1,5.92,1
2013-02-05,-0.6,77,8.4,0,8.92,1
2013-02-06,-1.5,75,7.4,5.8,4.33,1
2013-02-07,-11.1,42.5,1.3,9.8,1.5,1
2013-02-08,-11.5,39.3,1.6,9.3,,0
2013-02-09,-7.2,55.5,3.6,8.9,,0
2013-02-10,-4,56.6,3.5,8.6,3,1
2013-02-11,-5.8,41.8,2.6,9.7,,0
2013-02-12,-3.8,55.6,8,0.2,0.25,1
2013-02-13,-1.3,59.6,3.3,9.3,,0
2013-02-14,1.1,60.1,6,7.4,,0
2013-02-15,-1.2,48.4,2.1,9.7,,0
2013-02-16,-2.6,38.8,2,9.6,,0
2013-02-17,2.3,44.5,9.3,3.6,0.42,1
2013-02-18,0.5,49.8,6.9,5.7,,0
2013-02-19,-2.9,27.5,2,9.6,,0
2013-02-20,-4.8,35.3,1.8,9.5,,0
2013-02-21,-1.7,49,2.8,9,0.08,1
2013-02-22,0.5,57.1,4.1,7.4,5.47,1
2013-02-23,-0.9,45.9,0.8,9.7,,0
2013-02-24,1.4,42.4,4.1,8.8,,0
2013-02-25,3.3,39.4,7,6.2,,0
2013-02-26,4.8,56.4,8.6,0,0.5,1
2013-02-27,3.4,69.5,4.6,7,,0
2013-02-28,6.7,57.3,5.4,6.7,1.5,1
2013-03-01,0.8,56.1,3.8,9.1,4.25,1
2013-03-02,-0.8,42.6,3.5,9.7,,0
2013-03-03,0.4,50.3,1.8,10.4,,0
2013-03-04,3.1,58.6,4.6,5.8,,0
2013-03-05,3.7,51.8,0,10.7,,0
2013-03-06,7.9,43.1,1.6,6.9,,0
2013-03-07,8,74.1,7.9,2.2,2.38,1
2013-03-08,8.5,66,3.6,6.1,,0
2013-03-09,13.2,48.8,1.5,9.4,,0
2013-03-10,1.2,32.5,0.4,11.2,,0
2013-03-11,4.2,33.4,0,11.2,,0
2013-03-12,7.5,60.4,6.3,3,3.92,1
2013-03-13,5.2,64.5,6.8,5.7,6,1
2013-03-14,4.1,48.9,3.4,9.3,,0
2013-03-15,4.6,43.4,0.9,10.7,,0
2013-03-16,6.3,53.6,2.4,10.8,,0
2013-03-17,8.2,57.5,7,7.2,4.25,1
2013-03-18,8.3,73,6,9.3,2.5,1
2013-03-19,8,61.1,8.5,3.2,,0
2013-03-20,2.8,51.9,5.3,5.6,2.5,1
2013-03-21,1.5,34.3,0,11.2,,0
2013-03-22,3.4,61.6,6.1,0.7,,0
2013-03-23,5.4,39,1.6,11.2,,0
2013-03-24,5.1,47.4,2.1,11,,0
2013-03-25,2.8,40.3,0.3,11.5,,0
2013-03-26,4.4,39.9,0.8,11.5,,0
2013-03-27,7.5,30.1,0,11.4,,0
2013-03-28,7.3,42.1,7,4,,0
2013-03-29,5.4,28.6,1.9,11.7,,0
2013-03-30,4.9,43.1,7.8,3.4,4.25,1
2013-03-31,6.3,46.4,0,11.2,,0
2013-04-01,9.2,44.5,7.3,0.9,0.75,1
2013-04-02,7.2,86.1,7.6,0.6,15,1
2013-04-03,7.9,64,4.5,8.7,,0
2013-04-04,12.6,44.5,1.8,10.7,,0
2013-04-05,14.6,42.1,7.8,2.1,,0
2013-04-06,7.5,84.4,10,0,20.83,1
2013-04-07,5.1,57.3,4,10.6,5,1
2013-04-08,8,55.1,5.1,7.5,2.92,1
2013-04-09,6.2,50.8,4,10.2,1.2,1
2013-04-10,5,49.3,4.4,8.6,3.25,1
2013-04-11,5.5,54.5,3.6,10.1,2.17,1
2013-04-12,6.9,42.6,1.1,11.6,,0
2013-04-13,11.4,38.6,3.5,10,,0
2013-04-14,8.3,40.4,3.4,9.9,2.17,1
2013-04-15,7.5,31.5,4.5,2.2,,0
2013-04-16,13.2,54.5,7.9,2.7,,0
2013-04-17,14.8,62.3,5.9,9.4,,0
2013-04-18,12.3,37.4,4.3,7.8,,0
2013-04-19,9.8,27,5.1,10.2,,0
2013-04-20,6.6,70.8,9.1,0.1,12.58,1
2013-04-21,9,58.8,3.4,10.1,,0
2013-04-22,11.4,43.8,3.4,10.7,,0
2013-04-23,11.2,59.3,9.8,0,12.92,1
2013-04-24,12.3,67,3.1,11.8,1.83,1
2013-04-25,9.3,78.9,8.6,2.7,5.08,1
2013-04-26,11.7,55,1.6,11.7,0.28,1
2013-04-27,12.8,51.4,1.6,11.6,,0
2013-04-28,16,51,6.1,3.3,,0
2013-04-29,13.5,67.6,5.4,6.7,6.42,1
2013-04-30,13.4,48.8,2.3,10.7,,0
2013-05-01,13.2,52.4,3.3,10.5,0.83,1
2013-05-02,12.4,67.1,3.9,8.9,1.92,1
2013-05-03,12.6,64.8,6,6.2,0.25,1
2013-05-04,13.9,58.1,1.8,11.2,,0
2013-05-05,14.3,51.8,0,12.5,,0
2013-05-06,14.6,54,0,10.8,,0
2013-05-07,18.7,41.4,0,10.9,,0
2013-05-08,19.4,33.6,2.3,11.7,,0
2013-05-09,18.1,55.3,8.5,4,8,1
2013-05-10,14,89.3,9.9,0,10.42,1
2013-05-11,17.9,55.5,3.1,11.2,,0
2013-05-12,19.1,61.3,6.1,5.2,1.05,1
2013-05-13,21.6,45,3.1,10.4,,0
2013-05-14,20.2,46.9,7.6,4.4,,0
2013-05-15,19.4,57,4.8,11.2,,0
2013-05-16,22,33.3,0,13.2,,0
2013-05-17,20.2,36.6,4.4,12.6,,0
2013-05-18,17.7,62.8,9.4,0.6,6.92,1
2013-05-19,16.6,80.9,8,1.3,9.83,1
2013-05-20,14.4,76,5.5,4.3,,0
2013-05-21,17.7,43.3,0.4,12.8,,0
2013-05-22,19.7,49.4,4.3,5.3,,0
2013-05-23,22.1,59.3,0,11.5,,0
2013-05-24,21.3,58.9,0.4,10.5,,0
2013-05-25,24.7,49.6,5.1,10.1,,0
2013-05-26,23.9,45.9,8.4,4,,0
2013-05-27,19.7,80.4,10,0,19.08,1
2013-05-28,18.9,89.1,10,0,11.42,1
2013-05-29,16.1,87.8,9.6,0,6.33,1
2013-05-30,19.2,57.9,2.9,11.7,,0
2013-05-31,21.3,46.6,5.8,11.1,,0
2013-06-01,21.7,44.3,4.6,9.3,,0
2013-06-02,23.5,48.6,0,12.6,,0
2013-06-03,21.3,59,0.8,10.9,,0
2013-06-04,22.8,54.3,3,9.6,0.75,1
2013-06-05,24.8,51.8,2.4,10.6,,0
2013-06-06,25,55.9,4.1,9.6,,0
2013-06-07,25.7,50.9,1.8,11.8,,0
2013-06-08,26.4,48.5,6.6,6.6,,0
2013-06-09,27.4,38.3,2.4,12.5,,0
2013-06-10,27.5,35.5,2.8,12.8,,0
2013-06-11,23.7,57.9,9.3,0,7.5,1
2013-06-12,20.5,85.4,9.8,0,12.5,1
2013-06-13,23,70.5,8.5,4.5,,0
2013-06-14,24.6,62.3,5.8,7.8,,0
2013-06-15,24.6,58.4,3.9,10.6,,0
2013-06-16,22.5,69.8,6.1,8,,0
2013-06-17,22.3,76.8,9.6,1.1,3.58,1
2013-06-18,21.7,90.1,10,0,19.92,1
2013-06-19,24.3,71.1,7,6.8,0.83,1
2013-06-20,25.8,58.5,6.8,7.6,,0
2013-06-21,26.6,57.5,7.1,5.2,,0
2013-06-22,25.1,63.9,7.9,4.4,,0
2013-06-23,22.9,69.6,7.6,7,3.67,1
2013-06-24,23.5,66.6,5.5,6.7,,0
2013-06-25,25.1,58.6,8.4,3.9,,0
2013-06-26,24.5,59.8,5.1,9.2,1.5,1
2013-06-27,25.1,63.1,5.3,7.5,,0
2013-06-28,25.5,61.1,5.8,10.1,3.17,1
2013-06-29,27.2,54.8,2,8.9,,0
2013-06-30,27.7,60.4,3.3,8.4,0.42,1
2013-07-01,27.1,58.4,6.3,5.9,,0
2013-07-02,24.3,82.5,9.5,0,13.75,1
2013-07-03,25.2,69.1,6.1,11.8,,0
2013-07-04,24.9,84.3,9.9,0,8.75,1
2013-07-05,25.6,73.4,7.4,7.2,4.17,1
2013-07-06,25.2,73,4.5,8.7,,0
2013-07-07,24.9,78.8,8.1,2.8,5.17,1
2013-07-08,24.3,88.6,10,0,18.67,1
2013-07-09,24.5,87.3,10,0,7.33,1
2013-07-10,25.3,82.8,10,0,2.5,1
2013-07-11,24.6,86,10,0,8.17,1
2013-07-12,23.6,88.4,10,0,20,1
2013-07-13,24.2,90.1,10,0,13.67,1
2013-07-14,24.1,90.9,10,0,13.83,1
2013-07-15,26.5,80.1,9.4,1.8,7.58,1
2013-07-16,26.9,70.4,9.8,0.3,3.83,1
2013-07-17,24.2,89.1,10,0,10.53,1
2013-07-18,25.1,85.6,9,1.8,12.92,1
2013-07-19,26.8,72,7,6.8,,0
2013-07-20,27,72.4,8.4,4.2,2.87,1
2013-07-21,26.8,78.8,10,0.5,2.1,1
2013-07-22,26.4,81,9.9,0.9,5.92,1
2013-07-23,25.7,87.3,10,0,9.25,1
2013-07-24,24.7,79,7.8,5.6,5.33,1
2013-07-25,26,71.8,6.8,9.5,0.83,1
2013-07-26,26.5,70.9,2.9,10,,0
2013-07-27,26.2,67.8,6.9,6.8,1.67,1
2013-07-28,25.3,85.5,10,0,8,1
2013-07-29,26.5,82.3,6.4,5.3,2.83,1
2013-07-30,26.3,73.9,8.9,5.2,5.17,1
2013-07-31,26.4,75.4,8.3,5.9,1,1
2013-08-01,28,67.3,7.1,6,,0
2013-08-02,27.4,80.4,9.1,0.9,3.47,1
2013-08-03,28.9,72.3,8.1,8.9,0.33,1
2013-08-04,28.3,76.4,8,4.7,2,1
2013-08-05,27.7,78.9,7,4.5,3,1
2013-08-06,26.4,80.8,6.6,2.8,3.4,1
2013-08-07,28.7,73.8,7.5,1.3,,0
2013-08-08,29.3,73.5,7.4,5,,0
2013-08-09,29.2,79.9,9.9,0.1,0.75,1
2013-08-10,28,82.4,7.1,2.6,2.45,1
2013-08-11,28.7,71.8,5.8,9.6,,0
2013-08-12,29.3,69.8,5.3,10.7,,0
2013-08-13,29,65.6,4.8,11.5,,0
2013-08-14,28.6,67.1,5,9.9,,0
2013-08-15,28.7,71.5,6.6,7.9,0.08,1
2013-08-16,28.7,71.8,7.5,7.2,0.92,1
2013-08-17,28.7,69.6,7.5,6.9,,0
2013-08-18,28.3,72.8,9.8,2.8,1.78,1
2013-08-19,28.2,68.9,4.9,9.7,2.83,1
2013-08-20,27.4,62,3,10.6,,0
2013-08-21,28.8,54.9,3.8,11.6,,0
2013-08-22,29.3,58.6,6.8,8.8,0.33,1
2013-08-23,25.7,78.9,8.3,1,4.85,1
2013-08-24,26.6,60.4,2.4,10.9,,0
2013-08-25,27.1,52.3,4.1,12,,0
2013-08-26,27,52.3,1.6,12.1,,0
2013-08-27,25.6,61.6,2.4,11.5,,0
2013-08-28,26.4,59.4,5.4,9.7,,0
2013-08-29,25.5,79.1,9.4,0,9.5,1
2013-08-30,25.1,69.6,5.1,10.7,,0
2013-08-31,24,65.8,5.6,6,1,1
2013-09-01,23.5,54.6,3,10,,0
2013-09-02,22.4,49.9,2.9,10.8,,0
2013-09-03,21.7,43.5,1.5,12.1,,0
2013-09-04,22,46.5,1.6,12.1,,0
2013-09-05,21.2,52.9,8.3,1.2,0.52,1
2013-09-06,20.8,59.6,9.5,0,0.7,1
2013-09-07,21.9,61.8,5.8,8.9,,0
2013-09-08,22.9,63.4,4.1,10.6,,0
2013-09-09,23,67,7.4,2.7,,0
2013-09-10,22,76.3,9.3,0.2,8.42,1
2013-09-11,20.1,90.6,9.8,0,13.87,1
2013-09-12,23,80.4,10,0.5,3.75,1
2013-09-13,22.9,87.5,9.3,0.2,12.37,1
2013-09-14,23.1,81.1,9.1,2.4,4.72,1
2013-09-15,23.4,59.5,3,9,,0
2013-09-16,20.9,49.3,0.3,11.8,,0
2013-09-17,22.6,48.4,0.6,9.6,,0
2013-09-18,24.4,54,1,10.9,,0
2013-09-19,24.7,56,0.1,10.7,,0
2013-09-20,23.4,71.5,5.4,7.6,,0
2013-09-21,23.8,66.9,7.4,6,,0
2013-09-22,23.1,54.9,6.8,6.5,0.47,1
2013-09-23,23.8,55.6,6.3,10,,0
2013-09-24,22,81.8,9.8,0,11.58,1
2013-09-25,19.5,57.3,4.9,9.5,,0
2013-09-26,17.3,36.9,0.1,11.3,,0
2013-09-27,17.9,50.9,3.8,10.8,,0
2013-09-28,17.4,70.6,9.5,0,9.17,1
2013-09-29,17.2,86.1,9.6,0,10.33,1
2013-09-30,20.7,71.8,5.9,5.6,1.42,1
2013-10-01,21.6,66.8,5.6,6.1,,0
2013-10-02,19.4,58.6,3.9,7.1,,0
2013-10-03,16.3,49.1,0.4,11.2,,0
2013-10-04,17.4,54.6,0,11,,0
2013-10-05,20,48,2,10.9,,0
2013-10-06,20.8,53.5,6.6,6.6,0.08,1
2013-10-07,22.8,65.9,9.4,1.4,,0
2013-10-08,20,83.4,10,0,16.17,1
2013-10-09,20.5,63.9,2.5,10.6,,0
2013-10-10,21.1,71,3.9,7,,0
2013-10-11,18.1,57.5,4.3,9.8,1.5,1
2013-10-12,16.4,53.8,0.1,10.8,,0
2013-10-13,17.3,62,0,9.6,,0
2013-10-14,18.3,63.6,0.5,10.1,,0
2013-10-15,12,79.4,6.5,0,7.67,1
2013-10-16,11.2,53.1,0.1,10.5,,0
2013-10-17,12.4,55.5,2,10.3,,0
2013-10-18,13.6,54.8,1,10,,0
2013-10-19,14.6,59.1,5.4,5.6,,0
2013-10-20,16.7,60.1,4.9,8.5,,0
2013-10-21,16.2,50.3,2.6,9.1,,0
2013-10-22,15.9,46.1,0.5,9.8,,0
2013-10-23,16.2,49.1,1.3,9.5,,0
2013-10-24,13.1,50.8,1.6,9.2,,0
2013-10-25,9.3,41.9,0,9.9,,0
2013-10-26,10,50.5,0,9.8,,0
2013-10-27,11.4,56.3,0.1,9.6,,0
2013-10-28,11.6,65.5,3,5.7,,0
2013-10-29,12.7,71.3,6.5,2,2.52,1
2013-10-30,10.5,58.9,1.5,8.6,,0
2013-10-31,11.7,54.9,2.3,9.6,,0
2013-11-01,14.8,50.8,5.4,8.1,,0
2013-11-02,11.6,79.8,7.3,0,6.58,1
2013-11-03,11.9,80.3,5.9,4.5,0.25,1
2013-11-04,12.6,70.3,1.4,7.7,,0
2013-11-05,12.3,64.3,1.1,9.2,,0
2013-11-06,12.2,77.5,9.1,0,2.1,1
2013-11-07,12.2,52.9,1.8,9.4,0.42,1
2013-11-08,9,43.4,3.4,8.4,,0
2013-11-09,11.6,62.1,9.6,0.4,11.03,1
2013-11-10,5.5,45.3,1.8,9.3,0.33,1
2013-11-11,2.6,32.9,0,9.7,,0
2013-11-12,3.4,36.1,0.3,9.7,,0
2013-11-13,4.8,43.5,1.9,8.9,,0
2013-11-14,6.7,55.1,8.9,0.9,3.33,1
2013-11-15,8.2,78.3,5.3,3.5,2.5,1
2013-11-16,7,72,5,5.6,1.25,1
2013-11-17,5.2,58.1,4,5.8,0.62,1
2013-11-18,1.1,53.6,3.3,8.4,0.97,1
2013-11-19,1.1,53.9,4.9,7.3,1,1
2013-11-20,1.5,38.8,0,9.3,,0
2013-11-21,2.6,48.8,0.6,9.3,,0
2013-11-22,4.6,57.9,0,7.6,,0
2013-11-23,7.1,64.6,1.8,8.2,,0
2013-11-24,7.3,74.3,7.4,2.2,8.25,1
2013-11-25,4.7,64.6,6.8,0.7,9,1
2013-11-26,2.1,60.9,5.4,5,2,1
2013-11-27,0,66.8,7,2.3,3.78,1
2013-11-28,-3.8,48.9,2.1,8.9,,0
2013-11-29,-0.7,52.9,0.5,9.2,0.2,1
2013-11-30,5.3,56.9,5.4,8.5,,0
2013-12-01,4.5,66.9,3.4,6.1,,0
2013-12-02,3.9,64.3,8.6,0,0.17,1
2013-12-03,6.7,62.6,4.1,6.9,,0
2013-12-04,5.5,72.8,2.1,6.9,,0
2013-12-05,5.5,73.4,6.8,0.3,,0
2013-12-06,3,42.6,3,9,0.67,1
2013-12-07,6.2,60.8,4.8,5.6,3.5,1
2013-12-08,4.2,75.3,5.8,0.3,1.8,1
2013-12-09,3.8,83.1,10,0,15.08,1
2013-12-10,0.3,56.1,2.8,8.7,,0
2013-12-11,-1.7,64.1,5,8.3,1.93,1
2013-12-12,-3.2,69.9,5.5,1.8,4.58,1
2013-12-13,-6.8,47.5,1.8,8.6,,0
2013-12-14,-4.9,65.4,3.6,4.7,6.58,1
2013-12-15,-4.4,48.1,0.1,9,,0
2013-12-16,-3.6,52.6,5.6,1.8,,0
2013-12-17,-0.3,52.4,7.3,5,,0
2013-12-18,2.2,65.1,6.5,5.3,3.33,1
2013-12-19,-3.5,60.6,7.5,5.7,6.17,1
2013-12-20,-4,56.3,3.8,8.1,1.25,1
2013-12-21,-3.1,56.4,0,8.3,,0
2013-12-22,-2.1,57.5,3.1,7.5,,0
2013-12-23,-1.1,57.1,2.5,8.5,,0
2013-12-24,-1.6,58,0,8.6,,0
2013-12-25,-0.5,60.4,3.8,7.8,,0
2013-12-26,-0.5,67.8,7.5,0.9,0.63,1
2013-12-27,-6.8,49.5,0,8.6,,0
2013-12-28,-6.5,44.1,0.5,9,,0
2013-12-29,-2.9,59.8,3.9,8,2.5,1
2013-12-30,2.2,55.4,1.1,7.2,,0
2013-12-31,3.8,58.8,3,7.9,,0
2014-01-01,4,51.3,2.1,6.4,0.03,1
2014-01-02,1.5,35.4,0.3,9,,0
2014-01-03,2.3,54.4,4.6,2.7,,0
2014-01-04,-0.1,47.1,0.9,8.7,,0
2014-01-05,-0.8,48.4,2.1,8,,0
2014-01-06,0.8,50.4,3.1,8.1,,0
2014-01-07,3,56,8.5,0,0.33,1
2014-01-08,0.5,56.6,7.4,3.5,1.42,1
2014-01-09,-7.8,26.3,0,9.3,,0
2014-01-10,-4.7,48.6,3.1,4.4,1.43,1
2014-01-11,-1.7,44.1,4.5,6.4,,0
2014-01-12,-2.4,43.5,2.5,6.4,1.17,1
2014-01-13,-6.2,26,0,9.3,,0
2014-01-14,-4.3,33.8,0,9.1,,0
2014-01-15,-2.9,42,0.9,9,,0
2014-01-16,0.1,59.9,6.8,1.1,,0
2014-01-17,-0.1,55.9,1.8,6.2,,0
2014-01-18,-2.2,42.4,0.4,8.4,,0
2014-01-19,-2.6,44.8,4.9,6.2,0.58,1
2014-01-20,-1.5,83.3,9.6,0,14.25,1
2014-01-21,-5.5,62.6,5.3,3.1,3.5,1
2014-01-22,-3.9,60,1,9,,0
2014-01-23,-0.8,65.6,3.4,5.8,,0
2014-01-24,3,64.4,8.5,0,,0
2014-01-25,4.2,74.4,7,0,4.45,1
2014-01-26,-2.1,42.1,0,9.5,,0
2014-01-27,0.2,48,1.6,8.7,,0
2014-01-28,1.5,52.8,3.6,8.1,2.17,1
2014-01-29,2.2,40.1,4.3,7.9,,0
2014-01-30,4,66.1,5.8,0.9,7.15,1
2014-01-31,1.3,26.1,1,9.2,,0
2014-02-01,4.9,63.8,9.6,0,8.25,1
2014-02-02,4.9,91.6,8.9,0,9.75,1
2014-02-03,-3.5,38.5,2.6,4.6,,0
2014-02-04,-7.4,25.9,0.1,9.7,,0
2014-02-05,-4.8,27.5,4.5,7.2,,0
2014-02-06,-1.3,29.8,5,6.7,,0
2014-02-07,2.4,47.3,8.4,5.2,0.25,1
2014-02-08,0.2,79.4,9.8,0.9,19.5,1
2014-02-09,-1.6,76.5,8,1.6,6.08,1
2014-02-10,-0.1,55,4.5,6,5.33,1
2014-02-11,0.2,42.1,0.8,9.7,,0
2014-02-12,1.2,49.3,4.4,5.1,0.08,1
2014-02-13,1.9,46.1,5.6,6.5,,0
2014-02-14,2.7,47.3,4,6.8,,0
2014-02-15,2.7,54.6,0.4,9.8,,0
2014-02-16,2.8,53.3,5.8,2.9,,0
2014-02-17,4.2,45.5,6.4,3.2,,0
2014-02-18,2.5,45.9,5.3,3.1,,0
2014-02-19,2.1,48.6,3.5,8.1,,0
2014-02-20,1.2,61.5,0.9,7.8,,0
2014-02-21,0.9,49.1,0,10.1,,0
2014-02-22,2.2,49.3,1.4,9.4,,0
2014-02-23,3.1,50.6,0,7.3,,0
2014-02-24,4.1,58,0,6.3,,0
2014-02-25,5.7,59.9,0,8,,0
2014-02-26,8.4,44.9,1,8.2,,0
2014-02-27,7.7,55.4,4.8,5.4,,0
2014-02-28,6.7,58.8,6.3,4.3,,0
2014-03-01,6,61.1,8.1,1,,0
2014-03-02,4.5,46.4,0.6,10.5,,0
2014-03-03,5.2,34.4,0,10.4,,0
2014-03-04,6.3,48,5.5,6.3,,0
2014-03-05,1.4,44.8,0.5,10.7,0.17,1
2014-03-06,0.3,43.4,1.9,9.6,0.92,1
2014-03-07,-0.6,45.9,1.8,10.6,,0
2014-03-08,2,55,5.1,7.4,,0
2014-03-09,1.4,56.4,3.4,9.9,5.75,1
2014-03-10,1.5,50.4,0,11.1,,0
2014-03-11,4.5,65,2.5,4.3,,0
2014-03-12,6.9,75.8,8.6,0.9,4.17,1
2014-03-13,5.2,54.5,7.6,0.8,0.25,1
2014-03-14,3.4,54.6,1,10.5,,0
2014-03-15,6.8,66.8,1.1,7,,0
2014-03-16,11.3,68.3,3,7.3,,0
2014-03-17,12.6,79,6.5,5.4,3.25,1
2014-03-18,10.5,75.3,6.3,7.1,5.17,1
2014-03-19,9.6,65.5,7.1,0.1,,0
2014-03-20,6.3,71.3,6.8,4.1,4.92,1
2014-03-21,5.9,52.5,0.3,11.4,,0
2014-03-22,8.6,63.5,1,9.9,,0
2014-03-23,9.6,63.6,0,10.1,,0
2014-03-24,10.9,60.5,5.9,7.7,0.33,1
2014-03-25,14.6,75.9,10,0.7,0.25,1
2014-03-26,15.4,64.6,5.4,6.4,2.33,1
2014-03-27,13.5,68.9,0.9,7.9,,0
2014-03-28,16.6,57.3,5.5,7,,0
2014-03-29,15,73.4,9.5,0,7.17,1
2014-03-30,14.9,63.5,2.9,10.7,0.92,1
2014-03-31,14.5,49.3,3.1,7.9,,0
2014-04-01,15.6,33.8,2.4,10.4,,0
2014-04-02,15.5,30,4.3,10.1,,0
2014-04-03,10.2,63,8,0,6.58,1
2014-04-04,6.6,52.6,3.8,10,,0
2014-04-05,6.2,60.5,3.5,8.2,1.92,1
2014-04-06,7.4,50.6,0.5,12.1,,0
2014-04-07,10.3,64.9,3.4,9.3,,0
2014-04-08,11.9,60.9,0,11.5,,0
2014-04-09,10.3,85.3,5.8,6.5,,0
2014-04-10,12.5,71.5,5.9,7.7,,0
2014-04-11,13.6,69.5,5.3,7.5,,0
2014-04-12,14.3,68.8,9.4,0,,0
2014-04-13,17.2,54.9,6.4,7.2,,0
2014-04-14,16.3,53.3,0.5,10.6,,0
2014-04-15,12.9,80.1,4.1,6.7,,0
2014-04-16,14,81,6.8,1.7,,0
2014-04-17,14.7,67.4,6.9,4.4,4.42,1
2014-04-18,15.9,59.9,4.3,8.2,,0
2014-04-19,14,56,7.9,1.3,,0
2014-04-20,14.6,54.4,3.1,11.3,,0
2014-04-21,15.1,55.1,3.9,10.8,,0
2014-04-22,16,43.1,2.1,10.5,,0
2014-04-23,17.2,49.4,0,11.8,,0
2014-04-24,18.6,49,0.6,9.7,,0
2014-04-25,19,32.5,0.4,11.5,,0
2014-04-26,18.7,38.9,7.9,5,,0
2014-04-27,15.6,86.6,10,0.2,20,1
2014-04-28,13.6,91.6,10,0,23.58,1
2014-04-29,15,69.5,9.3,2.2,7.42,1
2014-04-30,16.1,62.1,5.9,6.8,0.25,1
2014-05-01,16,60.5,0,12,,0
2014-05-02,15.7,70.9,6,7.9,1.15,1
2014-05-03,13.1,54.6,1.3,13.1,,0
2014-05-04,12.3,57.8,5.8,5.8,1.17,1
2014-05-05,11.3,56.5,1.3,12.8,,0
2014-05-06,13.1,45.9,0,12.6,,0
2014-05-07,15.7,48.3,6.4,10.4,3,1
2014-05-08,14.5,83.9,5.4,6.7,5.67,1
2014-05-09,16.8,60.8,0.3,11.5,,0
2014-05-10,20.5,43.4,0.6,12.4,,0
2014-05-11,18.9,54.4,8.3,0.8,8.5,1
2014-05-12,16.4,79.1,5.9,7.5,4.58,1
2014-05-13,19.2,69.9,1.9,11.7,,0
2014-05-14,19.6,59.1,3.4,11.6,,0
2014-05-15,18.2,66.9,2.6,11.3,2.42,1
2014-05-16,19,50.3,1,12,,0
2014-05-17,20,48,3.6,12.3,,0
2014-05-18,20.3,50.1,1.8,12.6,,0
2014-05-19,20,55.1,4.4,8.5,,0
2014-05-20,21.5,45.4,5.6,6.2,,0
2014-05-21,20.1,65.3,2.4,12,,0
2014-05-22,20.9,63.4,0.5,12.5,,0
2014-05-23,22,68.4,3,8.8,,0
2014-05-24,21.3,68.8,7.8,5,,0
