행정구역,2022년07월_총인구수,2022년07월_세대수,2022년07월_세대당 인구,2022년07월_남자 인구수,2022년07월_여자 인구수,2022년07월_남여 비율
대전광역시 서구 둔산2동(3017064000),"35,139","14,455",2.43,"16,947","18,192",0.93
대전광역시 서구 만년동(3017065000),"12,645","6,049",2.09,"6,387","6,258",1.02
대전광역시 서구 둔산3동(3017066000),"19,465","7,960",2.45,"9,416","10,049",0.94
대전광역시 유성구 (3020000000),"353,151","158,092",2.23,"178,438","174,713",1.02
대전광역시 유성구 진잠동(3020052000),"25,149","11,524",2.18,"12,835","12,314",1.04
대전광역시 유성구 학하동(3020052600),"17,218","7,743",2.22,"8,856","8,362",1.06
대전광역시 유성구 상대동(3020052700),"25,008","9,075",2.76,"12,236","12,772",0.96
대전광역시 유성구 온천1동(3020053000),"26,733","17,707",1.51,"13,846","12,887",1.07
대전광역시 유성구 온천2동(3020054000),"39,614","20,086",1.97,"20,660","18,954",1.09
대전광역시 유성구 노은1동(3020054600),"21,555","8,876",2.43,"10,728","10,827",0.99
대전광역시 유성구 노은2동(3020054700),"24,027","9,500",2.53,"11,808","12,219",0.97
대전광역시 유성구 노은3동(3020054800),"36,923","14,131",2.61,"18,077","18,846",0.96
대전광역시 유성구 신성동(3020055000),"25,977","12,010",2.16,"13,604","12,373",1.1
대전광역시 유성구 전민동(3020057000),"26,854","11,515",2.33,"13,733","13,121",1.05
대전광역시 유성구 구즉동(3020058000),"28,418","12,544",2.27,"14,560","13,858",1.05
대전광역시 유성구 관평동(3020060000),"28,421","10,799",2.63,"14,538","13,883",1.05
대전광역시 유성구 원신흥동(3020061000),"27,254","12,582",2.17,"12,957","14,297",0.91
대전광역시 대덕구 (3023000000),"174,443","80,674",2.16,"88,686","85,757",1.03
대전광역시 대덕구 오정동(3023051000),"14,318","7,613",1.88,"7,558","6,760",1.12
대전광역시 대덕구 대화동(3023052000),"6,812","3,511",1.94,"3,595","3,217",1.12
대전광역시 대덕구 회덕동(3023052500),"12,011","5,592",2.15,"6,115","5,896",1.04
대전광역시 대덕구 비래동(3023053300),"15,983","7,055",2.27,"7,933","8,050",0.99
대전광역시 대덕구 송촌동(3023054300),"26,751","10,371",2.58,"13,220","13,531",0.98
대전광역시 대덕구 중리동(3023054600),"19,365","10,419",1.86,"10,058","9,307",1.08
대전광역시 대덕구 신탄진동(3023055000),"14,583","6,938",2.1,"7,527","7,056",1.07
대전광역시 대덕구 석봉동(3023056000),"16,213","6,511",2.49,"8,308","7,905",1.05
대전광역시 대덕구 덕암동(3023057000),"13,496","6,628",2.04,"7,193","6,303",1.14
대전광역시 대덕구 목상동(3023058000),"6,369","3,217",1.98,"3,475","2,894",1.2
대전광역시 대덕구 법1동(3023060000),"12,930","5,985",2.16,"6,078","6,852",0.89
대전광역시 대덕구 법2동(3023061000),"15,612","6,834",2.28,"7,626","7,986",0.95
울산광역시  (3100000000),"1,114,753","485,759",2.29,"572,615","542,138",1.06
울산광역시 중구 (3111000000),"210,115","93,624",2.24,"106,362","103,753",1.03
울산광역시 중구 학성동(3111051000),"11,154","5,895",1.89,"5,695","5,459",1.04
울산광역시 중구 반구1동(3111052000),"16,478","7,780",2.12,"8,602","7,876",1.09
울산광역시 중구 반구2동(3111053000),"8,584","4,376",1.96,"4,371","4,213",1.04
울산광역시 중구 복산1동(3111054000),"4,080","1,902",2.15,"2,026","2,054",0.99
울산광역시 중구 복산2동(3111055000),"10,986","4,761",2.31,"5,468","5,518",0.99
울산광역시 중구 중앙동(3111058500),"12,400","6,987",1.77,"6,384","6,016",1.06
울산광역시 중구 우정동(3111059000),"17,838","8,021",2.22,"8,854","8,984",0.99
울산광역시 중구 태화동(3111060000),"32,672","12,703",2.57,"16,262","16,410",0.99
울산광역시 중구 다운동(3111061000),"22,555","10,795",2.09,"11,497","11,058",1.04
울산광역시 중구 병영1동(3111062000),"21,723","9,320",2.33,"11,055","10,668",1.04
울산광역시 중구 병영2동(3111063000),"20,167","8,715",2.31,"10,155","10,012",1.01
울산광역시 중구 약사동(3111064000),"10,763","3,845",2.8,"5,389","5,374",1
울산광역시 중구 성안동(3111065000),"20,715","8,524",2.43,"10,604","10,111",1.05
울산광역시 남구 (3114000000),"311,849","139,474",2.24,"158,978","152,871",1.04
울산광역시 남구 신정1동(3114051000),"18,149","9,675",1.88,"9,104","9,045",1.01
울산광역시 남구 신정2동(3114052000),"23,942","9,677",2.47,"12,186","11,756",1.04
울산광역시 남구 신정3동(3114053000),"16,194","7,689",2.11,"8,235","7,959",1.03
울산광역시 남구 신정4동(3114054000),"20,486","8,426",2.43,"10,311","10,175",1.01
울산광역시 남구 신정5동(3114055000),"8,819","4,783",1.84,"4,702","4,117",1.14
울산광역시 남구 달동(3114056000),"26,849","13,739",1.95,"13,576","13,273",1.02
울산광역시 남구 삼산동(3114057000),"48,715","23,703",2.06,"25,398","23,317",1.09
울산광역시 남구 삼호동(3114058500),"20,161","9,346",2.16,"10,272","9,889",1.04
울산광역시 남구 무거동(3114059500),"31,730","13,678",2.32,"16,281","15,449",1.05
울산광역시 남구 옥동(3114060000),"25,897","9,856",2.63,"13,002","12,895",1.01
울산광역시 남구 대현동(3114062500),"31,079","11,972",2.6,"15,559","15,520",1
울산광역시 남구 수암동(3114063500),"16,459","6,043",2.72,"8,217","8,242",1
울산광역시 남구 선암동(3114064000),"14,099","6,029",2.34,"7,263","6,836",1.06
울산광역시 남구 야음장생포동(3114067000),"9,270","4,858",1.91,"4,872","4,398",1.11
울산광역시 동구 (3117000000),"152,560","66,404",2.3,"79,643","72,917",1.09
울산광역시 동구 방어동(3117051000),"39,925","18,269",2.19,"21,546","18,379",1.17
울산광역시 동구 일산동(3117052000),"5,526","3,040",1.82,"2,960","2,566",1.15
울산광역시 동구 화정동(3117053000),"19,209","8,245",2.33,"9,853","9,356",1.05
울산광역시 동구 대송동(3117054000),"11,398","5,111",2.23,"5,982","5,416",1.1
울산광역시 동구 전하1동(3117055000),"15,096","6,748",2.24,"7,766","7,330",1.06
울산광역시 동구 전하2동(3117056000),"20,267","7,804",2.6,"10,283","9,984",1.03
울산광역시 동구 남목1동(3117058000),"8,607","3,670",2.35,"4,385","4,222",1.04
울산광역시 동구 남목2동(3117059000),"20,713","8,655",2.39,"10,909","9,804",1.11
울산광역시 동구 남목3동(3117060000),"11,819","4,862",2.43,"5,959","5,860",1.02
울산광역시 북구 (3120000000),"218,637","86,722",2.52,"113,082","105,555",1.07
울산광역시 북구 농소1동(3120051000),"36,576","14,456",2.53,"18,716","17,860",1.05
울산광역시 북구 농소2동(3120052000),"42,070","15,795",2.66,"21,319","20,751",1.03
울산광역시 북구 농소3동(3120053000),"37,678","13,165",2.86,"19,111","18,567",1.03
울산광역시 북구 강동동(3120054000),"16,325","6,619",2.47,"8,378","7,947",1.05
울산광역시 북구 효문동(3120056000),"29,246","13,042",2.24,"15,736","13,510",1.16
울산광역시 북구 송정동(3120057000),"36,789","14,192",2.59,"18,652","18,137",1.03
울산광역시 북구 양정동(3120058000),"9,694","4,754",2.04,"5,643","4,051",1.39
울산광역시 북구 염포동(3120059000),"10,259","4,699",2.18,"5,527","4,732",1.17
울산광역시 울주군 (3171000000),"221,592","99,535",2.23,"114,550","107,042",1.07
울산광역시 울주군 온산읍(3171025000),"20,386","10,988",1.86,"11,796","8,590",1.37
울산광역시 울주군 언양읍(3171025300),"28,292","12,483",2.27,"14,166","14,126",1
울산광역시 울주군 온양읍(3171025600),"28,569","12,298",2.32,"14,850","13,719",1.08
울산광역시 울주군 범서읍(3171025900),"69,185","25,258",2.74,"34,781","34,404",1.01
울산광역시 울주군 청량읍(3171026200),"18,988","8,426",2.25,"9,794","9,194",1.07
울산광역시 울주군 삼남읍(3171026500),"22,758","11,575",1.97,"11,786","10,972",1.07
울산광역시 울주군 서생면(3171031000),"8,446","4,563",1.85,"4,579","3,867",1.18
울산광역시 울주군 웅촌면(3171034000),"7,846","4,333",1.81,"4,019","3,827",1.05
울산광역시 울주군 두동면(3171036000),"4,282","2,428",1.76,"2,222","2,060",1.08
울산광역시 울주군 두서면(3171037000),"3,108","1,903",1.63,"1,562","1,546",1.01
울산광역시 울주군 상북면(3171038000),"7,978","4,242",1.88,"4,074","3,904",1.04
울산광역시 울주군 삼동면(3171040000),"1,754","1,038",1.69,921,833,1.11
세종특별자치시  (3600000000),"380,889","158,495",2.4,"190,038","190,851",1
세종특별자치시  (3611000000),"380,889","158,495",2.4,"190,038","190,851",1
세종특별자치시  조치원읍(3611025000),"42,819","21,053",2.03,"22,340","20,479",1.09
세종특별자치시  연기면(3611031000),"2,696","1,646",1.64,"1,533","1,163",1.32
세종특별자치시  연동면(3611032000),"3,078","1,738",1.77,"1,618","1,460",1.11
세종특별자치시  부강면(3611033000),"6,035","3,356",1.8,"3,335","2,700",1.24
세종특별자치시  금남면(3611034000),"8,778","4,863",1.81,"4,671","4,107",1.14
세종특별자치시  장군면(3611035000),"6,971","4,293",1.62,"4,071","2,900",1.4
세종특별자치시  연서면(3611036000),"7,314","3,953",1.85,"4,003","3,311",1.21
세종특별자치시  전의면(3611037000),"5,528","3,070",1.8,"2,951","2,577",1.15
세종특별자치시  전동면(3611038000),"3,330","1,967",1.69,"1,788","1,542",1.16
세종특별자치시  소정면(3611039000),"2,220","1,156",1.92,"1,178","1,042",1.13
세종특별자치시  한솔동(3611051000),"18,356","6,377",2.88,"9,042","9,314",0.97
세종특별자치시  새롬동(3611051500),"39,389","15,689",2.51,"19,156","20,233",0.95
세종특별자치시  도담동(3611052000),"35,126","15,021",2.34,"16,938","18,188",0.93
세종특별자치시  해밀동(3611052500),"8,669","3,109",2.79,"4,232","4,437",0.95
세종특별자치시  아름동(3611053000),"23,338","7,844",2.98,"11,533","11,805",0.98
세종특별자치시  종촌동(3611054000),"28,696","10,795",2.66,"13,941","14,755",0.94
세종특별자치시  고운동(3611055000),"34,729","12,171",2.85,"17,013","17,716",0.96
세종특별자치시  소담동(3611055500),"21,582","8,268",2.61,"10,501","11,081",0.95
세종특별자치시  반곡동(3611055600),"23,823","10,098",2.36,"11,742","12,081",0.97
세종특별자치시  보람동(3611056000),"18,839","6,914",2.72,"9,257","9,582",0.97
세종특별자치시  대평동(3611057000),"11,303","4,371",2.59,"5,618","5,685",0.99
세종특별자치시  다정동(3611058000),"28,270","10,743",2.63,"13,577","14,693",0.92
경기도  (4100000000),"13,589,362","5,904,582",2.3,"6,840,138","6,749,224",1.01
경기도 수원시 (4111000000),"1,185,184","524,395",2.26,"597,003","588,181",1.01
경기도 수원시 장안구 (4111100000),"273,174","119,428",2.29,"137,513","135,661",1.01
경기도 수원시 장안구 파장동(4111156000),"23,050","10,702",2.15,"11,694","11,356",1.03
경기도 수원시 장안구 율천동(4111156600),"41,875","20,098",2.08,"22,124","19,751",1.12
경기도 수원시 장안구 정자1동(4111157100),"28,538","10,918",2.61,"14,021","14,517",0.97
경기도 수원시 장안구 정자2동(4111157200),"36,745","15,276",2.41,"18,029","18,716",0.96
경기도 수원시 장안구 정자3동(4111157300),"40,764","14,249",2.86,"20,343","20,421",1
경기도 수원시 장안구 영화동(4111158000),"19,654","10,742",1.83,"10,026","9,628",1.04
경기도 수원시 장안구 송죽동(4111159100),"19,279","8,955",2.15,"9,556","9,723",0.98
경기도 수원시 장안구 조원1동(4111159700),"29,252","13,460",2.17,"14,794","14,458",1.02
경기도 수원시 장안구 조원2동(4111159800),"18,203","6,506",2.8,"8,742","9,461",0.92
경기도 수원시 장안구 연무동(4111160000),"15,814","8,522",1.86,"8,184","7,630",1.07
경기도 수원시 권선구 (4111300000),"369,016","160,803",2.29,"186,548","182,468",1.02
경기도 수원시 권선구 세류1동(4111352000),"9,951","4,414",2.25,"5,009","4,942",1.01
경기도 수원시 권선구 세류2동(4111353000),"23,768","12,605",1.89,"12,286","11,482",1.07
경기도 수원시 권선구 세류3동(4111354000),"18,576","9,194",2.02,"9,343","9,233",1.01
경기도 수원시 권선구 평동(4111355000),"39,822","16,561",2.4,"20,184","19,638",1.03
경기도 수원시 권선구 서둔동(4111356000),"37,732","17,365",2.17,"19,253","18,479",1.04
경기도 수원시 권선구 구운동(4111365000),"24,069","10,835",2.22,"12,183","11,886",1.02
경기도 수원시 권선구 금곡동(4111366200),"45,256","17,664",2.56,"22,340","22,916",0.97
경기도 수원시 권선구 호매실동(4111366400),"45,722","17,303",2.64,"22,681","23,041",0.98
경기도 수원시 권선구 권선1동(4111367000),"24,682","13,499",1.83,"12,643","12,039",1.05
경기도 수원시 권선구 권선2동(4111368000),"47,810","17,268",2.77,"23,515","24,295",0.97
경기도 수원시 권선구 곡선동(4111369000),"35,357","17,932",1.97,"18,841","16,516",1.14
경기도 수원시 권선구 입북동(4111370000),"16,271","6,163",2.64,"8,270","8,001",1.03
경기도 수원시 팔달구 (4111500000),"181,416","91,551",1.98,"91,356","90,060",1.01
경기도 수원시 팔달구 매교동(4111565000),"6,055","3,402",1.78,"3,181","2,874",1.11
경기도 수원시 팔달구 매산동(4111566000),"10,146","5,987",1.69,"5,475","4,671",1.17
경기도 수원시 팔달구 고등동(4111567000),"20,556","9,735",2.11,"10,362","10,194",1.02
경기도 수원시 팔달구 화서1동(4111568000),"22,238","10,002",2.22,"10,806","11,432",0.95
경기도 수원시 팔달구 화서2동(4111569000),"25,421","9,587",2.65,"12,496","12,925",0.97
경기도 수원시 팔달구 지동(4111570000),"10,356","5,526",1.87,"5,280","5,076",1.04
경기도 수원시 팔달구 우만1동(4111571000),"19,807","10,849",1.83,"9,890","9,917",1
경기도 수원시 팔달구 우만2동(4111572000),"17,008","7,777",2.19,"8,510","8,498",1
경기도 수원시 팔달구 인계동(4111573000),"39,599","22,233",1.78,"19,886","19,713",1.01
경기도 수원시 팔달구 행궁동(4111574000),"10,230","6,453",1.59,"5,470","4,760",1.15
경기도 수원시 영통구 (4111700000),"361,578","152,613",2.37,"181,586","179,992",1.01
경기도 수원시 영통구 매탄1동(4111751000),"17,175","7,591",2.26,"8,657","8,518",1.02
경기도 수원시 영통구 매탄2동(4111752000),"14,488","6,517",2.22,"7,237","7,251",1
경기도 수원시 영통구 매탄3동(4111753000),"35,570","15,961",2.23,"18,528","17,042",1.09
경기도 수원시 영통구 매탄4동(4111754000),"21,188","9,550",2.22,"10,349","10,839",0.95
경기도 수원시 영통구 원천동(4111755000),"40,109","19,177",2.09,"20,313","19,796",1.03
경기도 수원시 영통구 영통1동(4111757000),"34,202","12,581",2.72,"16,834","17,368",0.97
경기도 수원시 영통구 영통2동(4111758000),"26,253","13,455",1.95,"13,965","12,288",1.14
경기도 수원시 영통구 영통3동(4111758500),"32,247","13,654",2.36,"16,569","15,678",1.06
경기도 수원시 영통구 망포1동(4111759300),"30,670","10,883",2.82,"15,428","15,242",1.01
경기도 수원시 영통구 망포2동(4111759600),"27,646","9,438",2.93,"13,800","13,846",1
경기도 수원시 영통구 광교1동(4111760000),"52,860","22,147",2.39,"25,921","26,939",0.96
경기도 수원시 영통구 광교2동(4111761000),"29,170","11,659",2.5,"13,985","15,185",0.92
경기도 성남시 (4113000000),"925,981","409,813",2.26,"458,652","467,329",0.98
경기도 성남시 수정구 (4113100000),"234,524","114,872",2.04,"118,873","115,651",1.03
경기도 성남시 수정구 신흥1동(4113151000),"13,384","8,022",1.67,"7,073","6,311",1.12
경기도 성남시 수정구 신흥2동(4113152000),"20,161","7,718",2.61,"9,814","10,347",0.95
경기도 성남시 수정구 신흥3동(4113153000),"11,257","6,535",1.72,"5,971","5,286",1.13
경기도 성남시 수정구 태평1동(4113154000),"15,328","8,954",1.71,"7,937","7,391",1.07
경기도 성남시 수정구 태평2동(4113155000),"15,253","8,028",1.9,"7,682","7,571",1.01
경기도 성남시 수정구 태평3동(4113156000),"13,192","6,924",1.91,"6,774","6,418",1.06
경기도 성남시 수정구 태평4동(4113156100),"13,003","6,655",1.95,"6,617","6,386",1.04
경기도 성남시 수정구 수진1동(4113157000),"12,199","7,332",1.66,"6,413","5,786",1.11
경기도 성남시 수정구 수진2동(4113158000),"15,739","7,851",2,"7,964","7,775",1.02
경기도 성남시 수정구 단대동(4113159000),"15,422","6,730",2.29,"7,561","7,861",0.96
경기도 성남시 수정구 산성동(4113160000),"5,124","2,376",2.16,"2,597","2,527",1.03
경기도 성남시 수정구 양지동(4113161000),"9,845","4,402",2.24,"4,870","4,975",0.98
경기도 성남시 수정구 복정동(4113162000),"10,897","6,800",1.6,"6,090","4,807",1.27
경기도 성남시 수정구 위례동(4113162500),"45,222","18,039",2.51,"22,074","23,148",0.95
경기도 성남시 수정구 신촌동(4113163000),"4,665","2,043",2.28,"2,490","2,175",1.14
경기도 성남시 수정구 고등동(4113164000),"10,656","4,706",2.26,"5,284","5,372",0.98
경기도 성남시 수정구 시흥동(4113165000),"3,177","1,757",1.81,"1,662","1,515",1.1
경기도 성남시 중원구 (4113300000),"207,526","99,504",2.09,"105,105","102,421",1.03
경기도 성남시 중원구 성남동(4113351000),"33,623","18,514",1.82,"17,524","16,099",1.09
경기도 성남시 중원구 중앙동(4113352500),"11,513","5,611",2.05,"6,032","5,481",1.1
경기도 성남시 중원구 금광1동(4113353000),"6,576","3,248",2.02,"3,373","3,203",1.05
경기도 성남시 중원구 금광2동(4113354000),"25,629","12,421",2.06,"12,639","12,990",0.97
경기도 성남시 중원구 은행1동(4113355000),"10,205","4,533",2.25,"5,033","5,172",0.97
경기도 성남시 중원구 은행2동(4113356000),"23,488","11,167",2.1,"11,611","11,877",0.98
경기도 성남시 중원구 상대원1동(4113357000),"25,036","12,205",2.05,"13,004","12,032",1.08
경기도 성남시 중원구 상대원2동(4113358000),"12,021","6,231",1.93,"6,259","5,762",1.09
경기도 성남시 중원구 상대원3동(4113359000),"12,153","6,517",1.86,"6,338","5,815",1.09
경기도 성남시 중원구 하대원동(4113366000),"20,170","8,264",2.44,"10,179","9,991",1.02
경기도 성남시 중원구 도촌동(4113367000),"27,112","10,793",2.51,"13,113","13,999",0.94
경기도 성남시 분당구 (4113500000),"483,931","195,437",2.48,"234,674","249,257",0.94
경기도 성남시 분당구 분당동(4113551000),"25,539","10,307",2.48,"12,529","13,010",0.96
경기도 성남시 분당구 수내1동(4113552000),"17,972","7,828",2.3,"8,538","9,434",0.91
경기도 성남시 분당구 수내2동(4113553000),"10,397","3,192",3.26,"5,071","5,326",0.95
경기도 성남시 분당구 수내3동(4113554000),"13,656","5,229",2.61,"6,829","6,827",1
경기도 성남시 분당구 정자동(4113554500),"19,199","8,247",2.33,"9,636","9,563",1.01
경기도 성남시 분당구 정자1동(4113555000),"30,285","14,002",2.16,"14,278","16,007",0.89
경기도 성남시 분당구 정자2동(4113556000),"15,058","7,455",2.02,"7,121","7,937",0.9
경기도 성남시 분당구 정자3동(4113557000),"17,041","6,693",2.55,"8,247","8,794",0.94
경기도 성남시 분당구 서현1동(4113558000),"31,516","12,716",2.48,"15,279","16,237",0.94
경기도 성남시 분당구 서현2동(4113559000),"18,028","6,686",2.7,"8,917","9,111",0.98
경기도 성남시 분당구 이매1동(4113560000),"25,071","9,038",2.77,"12,277","12,794",0.96
경기도 성남시 분당구 이매2동(4113561000),"13,242","4,457",2.97,"6,443","6,799",0.95
경기도 성남시 분당구 야탑1동(4113562000),"17,154","7,676",2.23,"8,498","8,656",0.98
경기도 성남시 분당구 야탑2동(4113563000),"16,206","6,115",2.65,"7,686","8,520",0.9
경기도 성남시 분당구 야탑3동(4113564000),"27,862","12,888",2.16,"13,727","14,135",0.97
경기도 성남시 분당구 판교동(4113565000),"26,488","9,032",2.93,"13,037","13,451",0.97
경기도 성남시 분당구 삼평동(4113565500),"24,472","9,151",2.67,"11,858","12,614",0.94
경기도 성남시 분당구 백현동(4113565700),"26,791","10,212",2.62,"12,916","13,875",0.93
경기도 성남시 분당구 금곡동(4113566200),"27,664","12,244",2.26,"13,008","14,656",0.89
경기도 성남시 분당구 구미1동(4113566500),"16,920","7,223",2.34,"8,171","8,749",0.93
경기도 성남시 분당구 구미동(4113567000),"30,291","13,190",2.3,"14,412","15,879",0.91
경기도 성남시 분당구 운중동(4113568000),"33,079","11,856",2.79,"16,196","16,883",0.96
경기도 의정부시 (4115000000),"463,934","208,114",2.23,"228,267","235,667",0.97
경기도 의정부시 의정부1동(4115051000),"32,769","20,524",1.6,"16,759","16,010",1.05
경기도 의정부시 의정부2동(4115052000),"31,012","16,369",1.89,"15,390","15,622",0.99
경기도 의정부시 호원1동(4115054500),"35,784","15,646",2.29,"17,408","18,376",0.95
경기도 의정부시 호원2동(4115055500),"34,357","13,667",2.51,"16,556","17,801",0.93
경기도 의정부시 장암동(4115056100),"19,913","8,503",2.34,"9,520","10,393",0.92
경기도 의정부시 신곡1동(4115056700),"41,522","17,524",2.37,"20,362","21,160",0.96
경기도 의정부시 신곡2동(4115056800),"47,058","19,322",2.44,"22,764","24,294",0.94
경기도 의정부시 송산1동(4115057300),"48,322","21,093",2.29,"23,988","24,334",0.99
경기도 의정부시 송산2동(4115057600),"33,066","13,288",2.49,"16,351","16,715",0.98
경기도 의정부시 송산3동(4115057800),"46,652","18,142",2.57,"22,630","24,022",0.94
경기도 의정부시 자금동(4115058000),"27,039","12,202",2.22,"13,226","13,813",0.96
경기도 의정부시 가능동(4115059500),"25,620","12,609",2.03,"12,804","12,816",1
경기도 의정부시 흥선동(4115061500),"19,535","9,676",2.02,"9,927","9,608",1.03
경기도 의정부시 녹양동(4115062000),"21,285","9,549",2.23,"10,582","10,703",0.99
경기도 안양시 (4117000000),"549,457","227,898",2.41,"271,483","277,974",0.98
경기도 안양시 만안구 (4117100000),"234,363","102,461",2.29,"117,123","117,240",1
경기도 안양시 만안구 안양1동(4117151000),"12,272","5,208",2.36,"6,136","6,136",1
경기도 안양시 만안구 안양2동(4117152000),"20,851","9,978",2.09,"10,467","10,384",1.01
경기도 안양시 만안구 안양3동(4117153000),"16,302","7,508",2.17,"8,084","8,218",0.98
경기도 안양시 만안구 안양4동(4117154000),"6,916","3,621",1.91,"3,463","3,453",1
경기도 안양시 만안구 안양5동(4117155000),"10,252","4,968",2.06,"5,096","5,156",0.99
경기도 안양시 만안구 안양6동(4117156000),"26,664","12,630",2.11,"13,568","13,096",1.04
경기도 안양시 만안구 안양7동(4117157000),"15,163","5,780",2.62,"7,427","7,736",0.96
경기도 안양시 만안구 안양8동(4117158000),"9,299","4,695",1.98,"4,805","4,494",1.07
경기도 안양시 만안구 안양9동(4117158100),"17,037","7,242",2.35,"8,389","8,648",0.97
경기도 안양시 만안구 석수1동(4117159000),"19,158","7,546",2.54,"9,413","9,745",0.97
경기도 안양시 만안구 석수2동(4117160000),"30,878","12,760",2.42,"15,438","15,440",1
경기도 안양시 만안구 석수3동(4117161000),"12,919","5,526",2.34,"6,503","6,416",1.01
경기도 안양시 만안구 박달1동(4117162100),"14,708","7,027",2.09,"7,395","7,313",1.01
경기도 안양시 만안구 박달2동(4117163000),"21,944","7,972",2.75,"10,939","11,005",0.99
경기도 안양시 동안구 (4117300000),"315,094","125,437",2.51,"154,360","160,734",0.96
경기도 안양시 동안구 비산1동(4117351000),"27,551","10,161",2.71,"13,462","14,089",0.96
경기도 안양시 동안구 비산2동(4117352000),"14,614","5,193",2.81,"7,132","7,482",0.95
경기도 안양시 동안구 비산3동(4117353000),"11,970","5,392",2.22,"6,010","5,960",1.01
경기도 안양시 동안구 부흥동(4117354000),"16,708","6,357",2.63,"7,969","8,739",0.91
경기도 안양시 동안구 달안동(4117354600),"10,317","5,462",1.89,"4,660","5,657",0.82
경기도 안양시 동안구 관양1동(4117355000),"35,020","15,658",2.24,"17,065","17,955",0.95
경기도 안양시 동안구 관양2동(4117356000),"18,716","8,794",2.13,"9,515","9,201",1.03
경기도 안양시 동안구 부림동(4117356600),"26,309","12,222",2.15,"12,752","13,557",0.94
경기도 안양시 동안구 평촌동(4117357000),"14,330","4,957",2.89,"7,038","7,292",0.97
경기도 안양시 동안구 평안동(4117357600),"23,177","8,109",2.86,"11,298","11,879",0.95
경기도 안양시 동안구 귀인동(4117357800),"16,421","5,130",3.2,"8,113","8,308",0.98
경기도 안양시 동안구 호계1동(4117358000),"18,143","7,049",2.57,"9,138","9,005",1.01
경기도 안양시 동안구 호계2동(4117359000),"19,516","7,674",2.54,"9,606","9,910",0.97
경기도 안양시 동안구 호계3동(4117360000),"23,261","8,970",2.59,"11,631","11,630",1
경기도 안양시 동안구 범계동(4117361000),"15,518","5,854",2.65,"7,447","8,071",0.92
경기도 안양시 동안구 신촌동(4117362000),"12,676","4,509",2.81,"6,243","6,433",0.97
경기도 안양시 동안구 갈산동(4117363000),"10,847","3,946",2.75,"5,281","5,566",0.95
경기도 부천시 (4119000000),"797,855","346,643",2.3,"395,197","402,658",0.98
경기도 부천시 심곡동(4119060300),"62,738","33,487",1.87,"31,973","30,765",1.04
경기도 부천시 부천동(4119060600),"88,522","39,180",2.26,"44,160","44,362",1
경기도 부천시 중동(4119061000),"40,551","17,528",2.31,"19,985","20,566",0.97
경기도 부천시 신중동(4119074200),"129,632","55,115",2.35,"62,548","67,084",0.93
경기도 부천시 상동(4119074400),"84,163","31,064",2.71,"41,314","42,849",0.96
경기도 부천시 대산동(4119074600),"79,746","36,438",2.19,"39,395","40,351",0.98
경기도 부천시 소사본동(4119075000),"55,658","24,152",2.3,"27,424","28,234",0.97
경기도 부천시 범안동(4119079500),"93,493","37,090",2.52,"45,746","47,747",0.96
경기도 부천시 성곡동(4119080000),"81,449","36,306",2.24,"40,735","40,714",1
경기도 부천시 오정동(4119083000),"81,903","36,283",2.26,"41,917","39,986",1.05
경기도 광명시 (4121000000),"290,351","119,599",2.43,"142,982","147,369",0.97
경기도 광명시 광명1동(4121051000),142,117,1.21,76,66,1.15
경기도 광명시 광명2동(4121052000),"3,073","1,605",1.91,"1,536","1,537",1
경기도 광명시 광명3동(4121054000),"9,803","4,931",1.99,"4,783","5,020",0.95
경기도 광명시 광명4동(4121055000),"12,716","5,971",2.13,"6,253","6,463",0.97
경기도 광명시 광명5동(4121056000),"12,228","5,215",2.34,"6,005","6,223",0.96
경기도 광명시 광명6동(4121057000),"10,286","3,897",2.64,"5,070","5,216",0.97
경기도 광명시 광명7동(4121058000),"21,090","8,503",2.48,"10,387","10,703",0.97
경기도 광명시 철산1동(4121059000),"10,798","3,948",2.74,"5,349","5,449",0.98
경기도 광명시 철산2동(4121060000),"5,683","3,104",1.83,"3,038","2,645",1.15
경기도 광명시 철산3동(4121061000),"37,759","13,279",2.84,"18,498","19,261",0.96
경기도 광명시 철산4동(4121062000),"12,656","5,383",2.35,"6,344","6,312",1.01
경기도 광명시 하안1동(4121063100),"25,582","9,874",2.59,"12,780","12,802",1
경기도 광명시 하안2동(4121063200),"13,585","6,534",2.08,"6,379","7,206",0.89
경기도 광명시 하안3동(4121063300),"19,589","8,788",2.23,"9,252","10,337",0.9
경기도 광명시 하안4동(4121063400),"12,194","5,056",2.41,"5,905","6,289",0.94
경기도 광명시 소하1동(4121064000),"31,304","11,742",2.67,"15,227","16,077",0.95
경기도 광명시 소하2동(4121065000),"28,075","11,471",2.45,"14,022","14,053",1
경기도 광명시 일직동(4121065500),"21,731","9,116",2.38,"10,925","10,806",1.01
경기도 광명시 학온동(4121066000),"2,057","1,065",1.93,"1,153",904,1.28
경기도 평택시 (4122000000),"573,987","268,706",2.14,"299,953","274,034",1.09
경기도 평택시 팽성읍(4122025000),"29,321","16,420",1.79,"15,385","13,936",1.1
경기도 평택시 안중읍(4122025300),"43,622","19,312",2.26,"22,593","21,029",1.07
